DeviceSerial;Name1;Name2;DevicePositionID;StatusID;ExternalRef
8110740;HEMINGWAYS MALL 1;ABESL90085D;1;4;90085D
8110731;HEMMINGWAYS CASINO 1;ABESL9780D;1;4;9780D
8110739;HEMMINGWAYS MALL UG 1;ABESL12974D;1;4;12974D
8110777;NAHOON;ABESL13017D;1;4;13017D
8110856;SASOL CHISSELHURST;ABESL90590D;1;4;90590D
8110858;SPAR GONUBIE;ABESL12499D;1;4;12499D
8110720;POST HOUSE STUTTERHEIM;ABESL11720D;1;4;11720D
8110768;VINCENT PARK CNT1;ABESL8011D;1;4;8011D
8115610;SUPERSPAR MATATIELE;PSH07593151;2;4;07593151
8109085;SUPERSPAR MATATIELE;PSH07593151D;1;4;07593151D
8108762;SHELL HEINZ;PSH22132;2;4;22132
8109058;SHELL HEINZ;PSH22132D;1;4;22132D
8108763;U SAVE FLAGSTAFF;PSH08822147;2;4;08822147
8109027;U SAVE FLAGSTAFF;PSH08822147D;1;4;08822147D
8110750;ENGEN GT MOTORS;ABPMB12335D;1;4;12335D
8110729;LONGMARKET BRANCH;ABPMB8305D;1;4;8305D
8110708;DUSI SPAR;ABPMB11686;2;4;11686
8110709;DUSI SPAR;ABPMB11686D;1;4;11686D
8110774;240 CHURCHSTREET;ABPMB10325D;1;4;10325D
8110775;SPAR CITY SQUARE;ABPMB9326D;1;4;9326D
8110772;SOUTH GATE CENTRE;ABPMB9068D;1;4;9068D
8110854;SELGRO CENTRE;ABPMB11077D;1;4;11077D
8110632;RICHMOND SHOPPING CNTR;ABPMB90921D;1;4;90921D
8110653;EDENDALE BAKERS MALL;ABPMB12956D;1;4;12956D
8110655;COLLEGE ROAD-VIDEO;ABPMB8978D;1;4;8978D
8110636;EDENDALE HOSPITAL;ABPMB90619D;1;4;90619D
8110656;NATALIA;ABPMB9725D;1;4;9725D
8110667;EDENDALE BRANCH;ABPMB9042D;1;4;9042D
8110715;SPAR MOOI RIVER;ABPMB12436D;1;4;12436D
8110748;CHATTERTON RD;ABPMB8309D;1;4;8309D
8110725;PARKLANE CENTRE 2;ABPMB10322D;1;4;10322D
8110710;VICTORIA SQUARE;ABPMB8560D;1;4;8560D
8110728;P'N P MARITZBURG;ABPMB90498D;1;4;90498D
8110747;HOWICK SPAR;ABPMB9812D;1;4;9812D
8110643;CAPITAL CENTRE;ABPMB9703D;1;4;9703D
8110635;HILTON;ABPMB8621D;1;4;8621D
8110654;GREENWOOD S/S;ABPMB12362D;1;4;12362D
8110640;LIBERTY MALL;ABPMB10345D;1;4;10345D
8110623;SASOL MAGEZA MOTORS;ABPMB91086D;1;4;91086D
8110633;CASCADES-PMBG;ABPMB8060D;1;4;8060D
8110839;SASOL MERRIVALE HOWICK;ABPMB11478D;1;4;11478D
8110727;HAYFIELDS SUPERSPAR;ABPMB10282D;1;4;10282D
8110711;HAMMERSDALE JUNCTION;ABPMB91015D;1;4;91015D
8110712;BROOKSIDE MALL;ABPMB12197D;1;4;12197D
8110717;SASOL PITSTOP;ABPMB11423D;1;4;11423D
8110714;RONFRASER MOTORS;ABPMB12378D;1;4;12378D
8110724;HAYFIELDS 1;ABPMB10281D;1;4;B10281D
8110730;NHLALENHLE PUB;ABPMB12866D;1;4;12866D
8110785;GOLDEN HORSE CASINO 1;ABPMB9498D;1;4;9498D
8110644;SPAR CAMPERDOWN;ABPMB12683D;1;4;12683D
8110637;MPUMALANGA SHOPPING CENTRE 2;ABPMB11088D;1;4;11088D
8110652;SCOTTSVILLE 1;ABPMB8025D;1;4;8025D
8110624;CATO RIDGE;ABPMB8902D;1;4;8902D
8097062;SHELL ULTRA CITY KEI BRIDGE;ESL8822143;2;4;8822143
8096029;SHELL ULTRA CITY KEI BRIDGE;ESL8822143D;1;4;8822143D
8094313;BOXER KENTANI;ESLS412;2;4;S412
8109561;BOXER KENTANI;ESLS412D;1;4;S412D
8100486;GROVE PLAZA;ESL8822141;2;4;8822141
8102442;GROVE PLAZA;ESL8822141D;1;4;8822141D
8094239;AMAHLATI SPAR;ESL06971004;2;4;06971004
8102449;BOXER PIETERMARITZBURG;PMBGP73;2;4;GP73
8095458;BOXER BERG;PMBT227;2;4;T227
8111073;RICHMOND PLAZA;PMB7541250;2;4;7541250
8111177;RICHMOND PLAZA;PMB7541250D;1;4;7541250D
8113216;RICHMOND SPAR;PMBL496;2;4;L496
8113087;RICHMOND SPAR;PMBL496D;1;4;L496D
8113070;BOXER RICHMOND;PMBL985D;1;4;L985D
8095606;CAMPERDOWN SPAR;PMBN785;2;4;N785
8095604;CAMPERDOWN SPAR;PMBN785D;1;4;N785D
8095102;CATO RIDGE;PMBT716;2;4;T716
8095466;CATO RIDGE;PMBT716D;1;4;T716D
8113091;HAMMERSDALE HYPER;PMBT174;2;4;T174
8113090;HAMMERSDALE HYPER;PMBT174D;1;4;T174D
8113127;BOXER HAMMERSDALE;PMBF417;2;4;F417
8113125;BOXER HAMMERSDALE;PMBF417D;1;4;F417D
8113124;HAMMERSDALE JUNCTION;PMBC589;2;4;C589
8113126;HAMMERSDALE JUNCTION;PMBC589D;1;4;C589D
8104657;SASOL MAGEZA TAYLORS HOLT;PMB7541251;2;4;7541251
8095995;SASOL MAGEZA TAYLORS HOLT;PMB7541251D;1;4;7541251D
8108653;BP HAMMERSDALE;PMBDB62;2;4;DB62
8108961;BP HAMMERSDALE;PMBDB62D;1;4;DB62D
8110136;SASOL LHP;ABBFN13125D;1;4;13125D
8110125;COLLEGE SQUARE;ABBFN8772D;1;4;8772D
8110131;PNP BLOEMGATE;ABBFN10895D;1;4;10895D
8109847;MEDI CLINIC;ABBFN10393D;1;4;10393D
8109846;MIMOSA TOTAL;ABBFN8304D;1;4;8304D
8095947;HOWICK BOXER PUNCH;PMBF905;2;4;F905
8110124;UNIVERSITAS SPAR;ABBFN9443D;1;4;9443D
8109804;STREEK;ABBFN10012D;1;4;10012D
8109933;UNIVERSITY;ABBFN10286D;1;4;10286D
8110121;MIMOSA MALL;ABBFN8200D;1;4;8200D
8109790;PNP LANGENHOVENPARK;8109790;10;5;8109790
8109935;PNP LANGENHOVENPARK;ABBFN13570D;1;4;13570D
8109930;FICHARDT PARK 2;ABBFN10661D;1;4;10661D
8109934;SASOL 1ST AVE;ABBFN10019D;1;4;10019D
8110129;BP STADION MOTORS;ABBFN12886D;1;4;12886D
8110134;BLOEMFONTEIN VALUE;ABBFN10864D;1;4;10864D
8110120;BURGER CENTRE 1;ABBFN10037D;1;4;10037D
8110141;ENGEN 5 STAR BFN;ABBFN10513D;1;4;10513D
8110243;FRIENDLY GROCER KIMBERLEY;ABKBY13428D;1;4;13428D
8110198;SENTRALE SLAGHUIS;ABKBY13111D;1;4;13111D
8110183;ALEX SUPERMARKET;ABKBY13610D;1;4;13610D
8110162;JONES STR BRANCH 1;ABKBY8319D;1;4;8319D
8110092;EXCEL TECH;ABBFN9286D;1;4;9286D
8109852;WILLOWS 2;ABBFN10022D;1;4;10022D
8110782;MOSSEL BAY CASINO;ABGEO8715D;1;4;8715D
8110138;SASOL MAPIKELA;ABBFN13339D;1;4;13339D
8110766;LANGEBERG MALL REMOTE 32 C;ABGEO9697D;1;4;9697D
8110091;BP MUMMYS MOTORS;ABBFN12705D;1;4;12705D
8109788;CITY CENTRE 1;ABKBY8531D;1;4;8531D
8110093;CAPTAIN DOREGOS 1;ABBFN10471D;1;4;10471D
8109977;SA TRUCK BODIES;ABBFN10097D;1;4;10097D
8109844;ROCKLANDS CENTRE 2;ABBFN13965D;1;4;13965D
8109853;HEIDEDAL TWIN CITY 3;ABBFN90932D;1;4;90932D
8109820;DIAMOND PAVILLION 1;ABKBY9691D;1;4;9691D
8109793;KWIKSPAR REVEIRA 1;ABKBY90107D;1;4;90107D
8109931;NORTH CAPE MALL 1;ABKBY90059D;1;4;90059D
8109818;CALTEX PESCODIA;ABKBY9184D;1;4;9184D
8109791;SUPERSPAR MONUMENT 2;ABKBY90102D;1;4;90102D
8109932;FLAMINGO CASINO;ABKBY9095D;1;4;9095D
8110234;SANLAM 2;ABKBY10502D;1;4;10502D
8109855;ROCKLANDS CENTRE;ABBFN11934D;1;4;11934D
8109854;PHAHAMENG SSC 4;ABBFN9912D;1;4;9912D
8109823;BREND OIL MANDELA;ABBFN91264D;1;4;91264D
8110446;KWANONQABA;ABGEO9933D;1;4;9933D
8109829;KWIKSPAR BAYSWATER;ABBFN12315D;1;4;12315D
8109842;SANLAM PLAZA 1;ABBFN10394D;1;4;10394D
8110101;BFN CBD;ABBFN8205D;1;4;8205D
8109975;LANGENHOVEN CHECKERS;ABBFN8860D;1;4;8860D
8110014;WOODLANDS HILL;ABBFN12993D;1;4;12993D
8110865;HEIDERAND SOUTH 1;ABGEO10468D;1;4;10468D
8110140;ENGEN NORTHRIDGE MALL;ABBFN13617D;1;4;13617D
8110139;BAYSWATER 1;ABBFN9052D;1;4;9052D
8110795;KWANONQABA MALL 2;ABGEO11041D;1;4;11041D
8110824;GEORGE AIRPORT;ABGEO11835D;1;4;11835D
8110797;PNP GROOTBAK;ABGEO12109D;1;4;12109D
8110844;TOTAL TEHL MTRS;ABGEO12157D;1;4;12157D
8110794;DA NOVA;ABGEO13808D;1;4;13808D
8110812;OUDTSHOORN DUVENHAGE;ABGEO8357D;1;4;8357D
8110811;GEORGE HEATHER PARK;ABGEO10465D;1;4;10465D
8110779;DYSSELDORP;ABGEO12010D;1;4;12010D
8110620;DAFODAILS SUPERMARKET;ABGEO12053D;1;4;12053D
8110586;KKLK;ABGEO13141D;1;4;13141D
8110600;PNP QUEENS MALL;ABGEO13555D;1;4;13555D
8110619;KOOP EN LOOP;ABGEO13616D;1;4;13616D
8110587;B AND P KAFEE;ABGEO90281D;1;4;90281D
8110602;BONGELETHU;ABGEO90930D;1;4;90930D
8110606;PNP GEORGE;ABGEO10003D;1;4;10003D
8110598;KNYSNA SQUARE 1;ABGEO11429D;1;4;11429D
8110605;SEDGEFIELD BRANCH 1;ABGEO13393D;1;4;13393D
8110021;TOP UP HORNLEE;ABGEO12410D;1;4;12410D
8110610;SHELL KRAAIBOSCH;ABGEO90655D;1;4;90655D
8110607;SASOL HAKERVILLE;ABGEO91254D;1;4;91254D
8110601;GEORGE CITY GEORGE 1;ABGEO8251D;1;4;8251D
8110831;GEORGE CAPTAINS PIE;ABGEO8377D;1;4;8377D
8110870;MULTI CENTRE GEORGE;ABGEO9483D;1;4;9483D
8110830;HENMARS SUPERETTE;ABGEO10816D;1;4;10816D
8110800;GEORGE PACALTSDORP;ABGEO10916D;1;4;10916D
8110846;SHERLAINE LIQUOR;ABGEO11900D;1;4;11900D
8108350;BELL AIR TAVERN;ABGEO11902D;1;4;11902D
8110868;MUGG & BEAN GRM;ABGEO9591D;1;4;9591D
8110817;CHEAP FOOD ROSEMORE;ABGEO12125D;1;4;12125D
8110799;TOTAL SANDKRAAL;ABGEO12320D;1;4;12320D
8110801;PARKDENE MULTISAVE;ABGEO12701D;1;4;12701D
8110815;KUNJANI MALL;ABGEO9219D;1;4;9219D
8110829;KEKKEL AND KRAAI 1;ABGEO13626D;1;4;13626D
8110828;THEMBALETHU SQUARE 2;ABGEO91293D;1;4;91293D
8110751;SASOL HIGHWAY;ABGEO91235D;1;4;91235D
8110798;SASOL HIGHWAY;ABGEO91241D;1;4;91241D
8108334;SHELL MILLENIUM;ABPOL90446D;1;4;90446D
8110109;PNP DURBANVILLE;ABCPT9426D;1;4;9426D
8110116;STRAND SOUTHSIDE CENTRE 2;ABCPT10929D;1;4;10929D
8110056;BP DUAL WAY MOTORS;ABCPT12319D;1;4;12319D
8110067;HI FI CORP TYGERVALLEY;ABCPT91283D;1;4;91283D
8110496;PARC DU CAP;ABCPT9096D;1;4;9096D
8110488;ENGEN TYGERVALLEY;ABCPT10272D;1;4;10272D
8110500;FRIENDLY DURBANVILLE;ABCPT90054D;1;4;90054D
8110492;PNP GRAANENDAL R1;ABCPT11818D;1;4;11818D
8110483;THE VINES SHOPPING CENTRE;ABCPT13870D;1;4;13870D
8110505;ENGEN WELGMOED;ABCPT8270D;1;4;8270D
8110494;BP MOUNTAIN VIEW;ABCPT13520D;1;4;13520D
8110517;WILLOW BRIDGE;ABCPT9847D;1;4;9847D
8110518;DURBANVILLE 1;ABCPT8389D;1;4;8389D
8110516;RIEBEECKHOFF MALL;ABCPT9062D;1;4;9062D
8110486;TYGERVALLEY 1;ABCPT8510D;1;4;8510D
8110499;SHOPRITE DURBANVILLE;ABCPT8833D;1;4;8833D
8110504;ENGEN FOREST DRIVE;ABCPT90119D;1;4;90119D
8110111;SHELL HIGHBURY;ABCPT12424D;1;4;12424D
8109825;MALIBU VILLAGE;ABCPT12574D;1;4;12574D
8110060;U SAVE GAYLEE;ABCPT91356D;1;4;91356D
8109780;CAVALIER CENTRE 1;ABCPT13406D;1;4;13406D
8109860;SHOPRITE MFULENI;ABCPT11666D;1;4;11666D
8109785;ENGEN HINDLE ROAD;ABCPT12423D;1;4;12423D
8109783;MACASSAR SHOPPING CENTRE;ABCPT90443D;1;4;90443D
8110074;ENGEN BELLSTAR SERVICE CENTRE;ABCPT9427D;1;4;9427D
8109826;ENGEN BLACKHEATH 1;ABCPT12095D;1;4;12095D
8109862;U SAVE KLEINVLEI;ABCPT13449D;1;4;13449D
8109863;HINDLE ROAD CENTRE;ABCPT8997D;1;4;8997D
8108520;SESHEGO CIRCLE 1;ABPOL12040D;1;4;12040D
8109827;PNP EERSTERIVIER 1;ABCPT10035D;1;4;10035D
8110108;CALTEX STELLENDALE;ABCPT90617D;1;4;90617D
8109861;NAE PROPERTY INVEST;ABCPT12078D;1;4;12078D
8110493;EERSTE RIVIER 1;ABCPT8820D;1;4;8820D
8110328;AIRPORT SHOPPING CENTRE;ABCPT11656D;1;4;11656D
8110490;BELHAR BRANCH 1;ABCPT11610D;1;4;11610D
8110498;STONE SQUARE CENTRE;ABCPT90597D;1;4;90597D
8110506;PNP MERRIMAN STR;ABCPT91374D;1;4;91374D
8109910;KAYAMANDI MALL;ABCPT90784D;1;4;90784D
8109942;CALTEX BERGZICHT 1;ABCPT9644D;1;4;9644D
8109962;EIKESTAD MALL REMOTE 1;ABCPT9056D;1;4;9056D
8109889;STELMARK CENTRE;ABCPT13045D;1;4;13045D
8109890;SPAR SIMONSRUST 1;ABCPT8721D;1;4;8721D
8109964;DROSTY SENTRUM;ABCPT13314D;1;4;13314D
8109892;UNIEPARK STELLENBOSCH;ABCPT11864D;1;4;11864D
8109965;SHELL DONFORDS;ABCPT8611D;1;4;8611D
8109943;SPAR WELTENVREDEN;ABCPT8272D;1;4;8272D
8109967;STELLENBOSCH SQUARE;ABCPT8678D;1;4;8678D
8109909;DIE BOORD;ABCPT10007D;1;4;10007D
8109912;ENGEN IDAS VALLEY;ABCPT90180D;1;4;90180D
8108503;SAVANNA 1;ABPOL10424D;1;4;10424D
8109891;BP AQUA MALL;ABCPT12181D;1;4;12181D
8109992;MAIN ROAD;ABCPT8420D;1;4;8420D
8109994;LION SQUARE;ABCPT12147D;1;4;12147D
8109867;CINNAMON CENTRE;ABCPT9982D;1;4;9982D
8110036;RUSTHOP SUPPERETTE;ABCPT91404D;1;4;91404D
8109869;SOMERSET CIRCLE;ABCPT13205D;1;4;13205D
8109879;VINYARD SOMERSET;ABCPT10086D;1;4;10086D
8109874;STRAND SOUTHSIDE;ABCPT9032D;1;4;9032D
8110133;PNP STRAND;ABCPT9338D;1;4;9338D
8109991;CHECKERS SOMERSET;ABCPT8660D;1;4;8660D
8109786;RIVERSIDE CENTRE;ABCPT13922D;1;4;13922D
8110015;WATERSTONE VILLAGE;ABCPT8848D;1;4;8848D
8109787;TOTAL SOMERSET WEST;ABCPT11419D;1;4;11419D
8110142;GORDONS BAY;ABCPT10724D;1;4;10724D
8110006;CALTEX CARENO;ABCPT90714D;1;4;90714D
8110428;VERGELEGEN PLEIN;ABCPT12408D;1;4;12408D
8110009;CALTEX GREENWAYS;ABCPT8892D;1;4;8892D
8109784;BP CONNAUGHT ROAD;ABCPT91229D;1;4;91229D
8109831;SANBURRY CENTER;ABCPT13038D;1;4;13038D
8110616;PARROW LOAN CENTRE;ABCPT13644D;1;4;13644D
8109864;BOSTON CENT SAVERS;ABCPT12262D;1;4;12262D
8110501;SHOPRITE CRAVENBY;ABCPT9034D;1;4;9034D
8109830;DE TIJGER 7 ELEVEN;ABCPT13432D;1;4;13432D
8109865;TOTAL MODDERDAM 1;ABCPT12699D;1;4;12699D
8109781;PARROW BONNITA DAIRY;ABCPT10669D;1;4;10669D
8110078;SPAR RAVENSVIEW;ABCPT12084D;1;4;12084D
8110057;BP E AND R MOTORS;ABCPT10537D;1;4;10537D
8110425;SASOL ERICA DRIVE;ABCPT90594D;1;4;90594D
8110075;U SAVE BELHAR;ABCPT13571D;1;4;13571D
8110049;CALTEX HIGHWAY MOTORS;ABCPT91405D;1;4;91405D
8109944;TYGERBERG HOSPITAL 1;ABCPT10818D;1;4;10818D
8110076;TYGERBERG MEDICAL SC;ABCPT13308D;1;4;13308D
8110077;GROCIES EXPRESS;ABCPT12655D;1;4;12655D
8110058;UNIVERSITY OF W/CAPE;ABCPT13879D;1;4;13879D
8110422;SASOL MODDEDAM;ABCPT9169D;1;4;9169D
8110107;TECHNICON PENINSULA;ABCPT9355D;1;4;9355D
8109993;ENGEN TIERBERG;ABCPT12230D;1;4;12230D
8110070;PAROW SANLAM CENTRE 1;ABCPT8338D;1;4;8338D
8109796;SHOPRITE PARK;ABCPT8436D;1;4;8436D
8109859;UWC RESLIFE CENTRE;ABCPT8817D;1;4;8817D
8110096;NOORDER PAARL;ABCPT9774D;1;4;9774D
8109976;PAARL MALL;ABCPT9907D;1;4;9907D
8110097;PAARL METROPOLITAN;ABCPT9311D;1;4;9311D
8109876;PAARL BRANCH;ABCPT10193D;1;4;10193D
8110035;DOWNTOWN LIQUORS;ABCPT90386D;1;4;90386D
8110037;FRIENDLY 711;ABCPT12563D;1;4;12563D
8109917;SHELL ZOO PARK;ABCPT90708D;1;4;90708D
8110005;KRAAIFONTEIN S/MARKET;ABCPT10388D;1;4;10388D
8110038;BRACKENFELL RUWARIE;ABCPT10066D;1;4;10066D
8109772;SASOL DE BRON;ABCPT10174D;1;4;10174D
8110524;ENGEN VREDEKLOOF;ABCPT90448D;1;4;90448D
8109798;SPAR PROTEA HEIGHTS;ABCPT9841D;1;4;9841D
8109771;ERICA SQUARE;ABCPT11100D;1;4;11100D
8109987;SHELL VOS MOTORS;ABCPT11019D;1;4;11019D
8109811;ENGEN RALLY MOTORS 1;ABCPT10403D;1;4;10403D
8109887;KRAAIFONTEIN ARCADIA;ABCPT9528D;1;4;9528D
8109884;ENGEN KRAAIFONTEIN;ABCPT9378D;1;4;9378D
8109800;SHOPRITE KRAAIFONTEIN;ABCPT90856D;1;4;90856D
8109801;SHELL MONUMENT MOTORS;ABCPT12411D;1;4;12411D
8109795;MKHUHLU SHOPPING CENTRE;NELCG46;2;4;CG46
8109834;MKHUHLU SHOPPING CENTRE;NELCG46D;1;4;CG46D
8110345;SABIE;NELZ569D;1;4;Z569D
8109886;RIO GRANDE BRACKEN;ABCPT8163D;1;4;8163D
8109908;U SAVE SCOTTVILLE;ABCPT11084D;1;4;11084D
8109809;BP BRIGHTON;ABCPT8014D;1;4;8014D
8110052;7 ELEVEN PEERLESS PARK;ABCPT10314D;1;4;10314D
8110019;NORTHPINE FOODMARKET;ABCPT10311D;1;4;10311D
8111081;ENGEN CAPE GATE;ABBRA11192D;1;4;11192D
8109914;KRAAIFONTEIN BLOCH;ABCPT10085D;1;4;10085D
8110051;CAPE GATE CHECKERS 1;ABCPT12101D;1;4;12101D
8110043;CAPE GATE LIFESTYLE CENTRE;ABCPT8465D;1;4;8465D
8109998;OLD OAK SPAR;ABCPT12644D;1;4;12644D
8109812;FARM FRESH;ABCPT9886D;1;4;9886D
8109778;PNP SANBEL 2;ABCPT10561D;1;4;10561D
8109815;BRACKENFELL BRANCH;ABCPT9264D;1;4;9264D
8109849;SASOL STIKLAND;ABCPT10386D;1;4;10386D
8109773;ENGEN FAIRBRIDGE;ABCPT9659D;1;4;9659D
8109828;TOTAL STIKLAND;ABCPT13451D;1;4;13451D
8109792;BELLVILLE BOSTON;ABCPT9315D;1;4;9315D
8109109;ENGEN PROTEA HEIGHTS;ABCPT11821;2;4;11821
8109777;ENGEN PROTEA HEIGHTS;ABCPT11821D;1;4;11821D
8109916;SHOPRITE PROTEA HEIGHTS;ABCPT12593D;1;4;12593D
8109922;MIDTOWN MALL;ABCPT10968D;1;4;10968D
8109899;PNP BRACKENFELL 1;ABCPT8128D;1;4;8128D
8110102;ENGEN LA ROCHELLE;ABCPT13612D;1;4;13612D
8109968;BRACKENFELL HYPER;ABCPT13194D;1;4;13194D
8109898;SANLAM HEAD OFFICE;ABCPT11113D;1;4;11113D
8109919;CALTEX ELTO;ABCPT8075D;1;4;8075D
8109948;SPAR LANGVERWACHT;ABCPT12664D;1;4;12664D
8109947;PNP KUILSRIVER;ABCPT13423D;1;4;13423D
8110820;KUILSRIVER;ABCPT9710D;1;4;9710D
8109971;PNP SONEKIE;ABCPT13176D;1;4;13176D
8109885;PNP SOMERSET MALL;ABCPT8066D;1;4;8066D
8109893;HELDERBERG CENTRE;ABCPT90822D;1;4;90822D
8110088;7 ELEVEN SEREPTA;ABCPT12500D;1;4;12500D
8109897;LANGVERWACT PLEIN;ABCPT10640D;1;4;10640D
8110017;LANGVERWACT PLEIN;ABCPT11436D;1;4;11436D
8109883;SOMERSET MALL;ABCPT10005D;1;4;10005D
8109726;SASOL ABORTSBFORD;ABESL91028D;1;4;91028D
8109872;NDUDZ SUPERMARKET;ESL07593161;2;4;07593161
8109832;NDUDZ SUPERMARKET;ESL07593161D;1;4;07593161D
8110707;BRYANSPARK SHOP;ABJHB90114D;1;4;90114D
8110859;TOTAL N14 SOUTH;ABMID91415D;1;4;91415D
8108392;SASOL MACKENZIE PARK;ABKEM9757D;1;4;9757D
8110579;SASOL HILL STREET;ABJHB13841D;1;4;13841D
8110578;SASOL FERNDALE;ABJHB11649D;1;4;11649D
8110395;SANDTON CITY 1;ABJHB8196D;1;4;8196D
8110387;SANDTON CITY 8;ABJHB91198D;1;5;91198D
8110421;RANDBURG SQUARE 2;ABJHB8538D;1;4;8538D
8110418;THE MALL OF ROSEBANK;ABJHB10672D;1;4;10672D
8110757;P N P CARLETONVILLE;ABJHB9547D;1;4;9547D
8110382;SASOL VOORTREKKER;ABJHB13091D;1;4;13091D
8110802;SASOL ROODEPOORT;ABJHB8932D;1;4;8932D
8110869;HYPERAMA SHOP 19 A;ABJHB11123D;1;4;11123D
8110402;SASOL GROBLER PARK;ABJHB90246D;1;4;90246D
8110570;BOXER ALEXANDER;ABJHB90993D;1;4;90993D
8110396;SHELL SANDOWN MOTORS;ABJHB90001D;1;4;90001D
8110784;SASOL MARLBORO;ABKEM8601D;1;4;8601D
8110410;BALFOUR PARK 1;ABJHB8457D;1;4;8457D
8110388;SASOL RUIMSIG;ABJHB13151D;1;4;13151D
8108823;RICHARDS BAY MALL 2;ABRCB12434D;1;4;12434D
8110369;GLENVISTA SHOP CNT;ABJHB11417D;1;4;11417D
8110366;KWIKSPAR KIBLER PARK;ABJHB10514D;1;4;10514D
8110417;P N P WINCHESTER;ABJHB11733D;1;4;11733D
8110723;SPAR BRACKENGATE;ABJHB90512D;1;4;90512D
8110745;SASOL MOLELEKI;ABJHB90427D;1;4;90427D
8110384;KATLEHONG LETSOHO 3;ABJHB9802D;1;4;9802D
8110414;JHB STATION BRANCH 1;ABJHB11673D;1;4;11673D
8110411;JOHANNESBURG STATION 1;ABJHB8007D;1;4;8007D
8110756;SASOL RIVERLEA;ABJHB11875D;1;4;11875D
8110582;SHELL ELLIS PARK;ABJHB9810D;1;4;9810D
8110862;SPAR MACY'S;ABJHB12846D;1;4;12846D
8110367;BRACKEN CITY 1;ABJHB8370D;1;4;8370D
8110415;VOSLLORUS SQUARE;ABJHB11320D;1;4;11320D
8110585;BARAGWANATH HOSPITAL;ABJHB11118D;1;4;11118D
8110814;DIEPKLOOF SQUARE 2;ABJHB8761D;1;4;8761D
8110571;NDOFAYA CENTRE 1;ABJHB90699D;1;4;90699D
8110722;SASOL DOBSONVILLE;ABJHB13586D;1;4;13586D
8110752;SASOL ORLANDO;ABJHB90426D;1;4;90426D
8110381;SASOL SEBENZILE;ABJHB90503D;1;4;90503D
8110205;SEBOKENG BRANCH 5;ABVER13659D;1;4;13659D
8110214;PRESIDENT SQUARE 2;ABVER8244D;1;4;8244D
8110045;SASOL VEREENIGING;ABVER11062D;1;4;11062D
8110195;ENGEN BEVERLEY HILLS;ABVER9024D;1;4;9024D
8108490;EVATON BRANCH 1;ABVER13361D;1;4;13361D
8108406;SASOL VANDERBILJPARK;ABVER90118D;1;4;90118D
8110170;VEREENIGING 4;ABVER9354D;1;4;9354D
8110222;MARKPARK MALL 1;ABVER9017D;1;4;9017D
8110007;SAVERITE ZAMDELA;ABVER90607D;1;4;90607D
8110213;THABONG SC 1;ABVER11879D;1;4;11879D
8110207;ENGEN BLOCKHOUSE 2;ABVER12123D;1;4;12123D
8110189;THAMES AVE 1;ABVER9117D;1;4;9117D
8093280;BELA MALL;POL6186381;2;4;6186381
8093245;BELA MALL;POL6186381D;1;4;6186381D
8100598;SASOL VERBAARD;LTT06186287;2;4;06186287
8095125;SASOL VERBAARD;LTT06186287D;1;4;06186287D
8100585;SPAR HOEDSPRUIT;POLY012;2;4;Y012
8100653;SPAR HOEDSPRUIT;POLY012D;1;4;Y012D
8113783;ACORNHOEK STATION CENTRE;NELCB73;2;4;CB73
8113802;ACORNHOEK STATION CENTRE;NELCB73D;1;4;CB73D
8106946;TIBANI SHOPPING CENTRE FNB;POL06186273;2;4;06186273
8106926;TIBANI SHOPPING CENTRE FNB;POL06186273D;1;4;06186273D
8108622;SHOPRITE EVANDER;WITB992;2;4;B992
8108588;SHOPRITE EVANDER;WITB992D;1;4;B992D
8113035;PNP TOP SPOT;WIT5168;2;4;5168
8113215;PNP TOP SPOT;WITH695;2;4;H695
8113034;PNP TOP SPOT;WITH695D;1;4;H695D
8109212;SHELL MASHMAIDEZ;ABPTA11260D;1;4;11260D
8108697;TONGA MALL OFF SITE;NELFJ53;2;4;FJ53
8108720;TONGA MALL OFF SITE;NELFJ53D;1;4;FJ53D
8100612;PNP JUNCTION;NCSW619;2;4;W619
8090691;PNP JUNCTION;NCSW619D;1;4;W619D
8096167;BOXER QUMBU 2;MTHB834;2;4;B834
8099635;BOXER QUMBU 2;MTHB834D;1;4;B834D
8109547;FAIRVIEW SPAR;PMB6188152;2;4;6188152
8110666;RAISETHORPE BRANCH 1;ABPMB8970D;1;4;8970D
8110668;PROSPUR SHOPPING CNT;ABCPT8787D;1;4;8787D
8110471;ENGEN GUYS;ABCPT8597D;1;4;8597D
8113121;BOXER STORE NONGOMA;RCBGD77;2;4;GD77
8096802;BELLA BELLA MALL;POLW274;2;4;W274
8104591;BELLA BELLA MALL;POLW274D;1;4;W274D
8110507;WESTGATE MALL REMOTE;ABCPT13995D;1;4;13995D
8110521;BP WOODLANDS;ABCPT12555D;1;4;12555D
8110577;7/11 MONTE VISTA;ABCPT8700D;1;4;8700D
8110559;GOODWOOD 7/11;ABCPT9487D;1;4;9487D
8110595;ENGEN MONTE VISTA;ABCPT12231D;1;4;12231D
8110638;WELGELEGEN CENTRE;ABCPT12523D;1;4;12523D
8110837;HYPERAMA N1 CITY;ABCPT10159D;1;4;10159D
8110662;KHAYELITSHA BRANCH;ABCPT9620D;1;4;9620D
8110681;GOAL SUPERMARKET;ABCPT12631D;1;4;12631D
8110628;PHILLIPI PLAZA;ABCPT91355D;1;4;91355D
